1,1511,,,,,6.75,8.0,6.0,5.75,4.75,5.5,6.0
1,1512,,,,,4.75,5.2,7.4,4.5,4.75,5.08,6.0
1,1513,,,,,5.75,6.4,6.2,5.5,4.5,4.5,3.5
1,1514,,,,,3.5,6.2,7.8,2.75,7.75,4.08,1.75
1,1515,,,,,5.75,6.4,8.2,5.75,4.5,5.67,6.75
1,1516,,,,,5.0,5.8,5.2,4.75,6.0,5.5,5.75
1,1517,,,,,3.25,8.0,,3.25,6.0,,2.75
1,1518,,,,,4.5,7.2,7.2,3.0,6.75,4.83,4.75
1,1519,,,,,3.0,5.0,4.6,3.25,5.0,3.75,3.0
1,1520,,,,,4.0,6.8,8.2,3.25,4.75,3.92,3.75
1,1521,,,,,4.5,6.0,8.0,2.75,7.0,4.58,4.0
1,1522,,,,,5.25,7.6,7.4,3.75,6.75,4.92,4.25
1,1523,,,,,6.25,6.2,,2.5,2.5,,4.0
1,1524,,,,,6.5,6.2,7.8,5.5,7.0,4.92,2.25
1,1525,,,,,5.25,6.2,4.2,3.75,4.75,3.5,2.0
1,1526,,,,,4.0,4.4,,6.0,4.0,,2.0
1,1527,,,,,4.0,6.6,5.8,3.75,6.75,5.92,7.25
1,1528,,,,,6.0,5.4,3.4,3.75,4.75,4.75,5.75
1,1529,,,,,4.0,6.8,,2.5,5.0,,4.5
1,1530,,,,,5.25,5.0,7.0,2.75,5.0,3.42,2.5
1,1531,,,,,2.5,4.4,2.8,2.0,4.75,3.58,4.0
1,1532,,,,,5.5,7.0,4.8,3.0,5.5,3.42,1.75
1,1533,,,,,4.5,6.0,3.2,4.5,4.25,4.42,4.5
1,1534,,,,,4.0,5.2,,4.75,4.5,,2.75
1,1535,,,,,2.75,4.8,5.0,3.75,4.0,4.58,6.0
1,1536,,,,,6.0,6.4,6.0,4.0,3.25,4.25,5.5
1,1537,,,,,5.25,5.4,8.4,3.75,6.0,4.08,2.5
1,1538,,,,,4.0,7.4,5.2,6.5,7.25,7.08,7.5
1,1539,,,,,5.5,6.4,,3.5,5.0,,3.5
1,1540,,,,,5.5,6.8,6.2,5.25,7.5,6.25,6.0
1,1541,,,,,5.75,6.2,7.8,3.0,7.25,3.92,1.5
1,1542,,,,,6.0,7.0,6.2,4.0,6.75,5.42,5.5
1,1543,,,,,5.5,5.8,8.6,5.75,3.5,4.92,5.5
1,1544,,,,,6.0,7.8,7.4,3.25,7.5,4.5,2.75
1,1545,,,,,5.0,6.6,8.2,1.25,4.0,2.83,3.25
1,1546,,,,,5.0,7.2,,4.0,5.0,4.67,5.0
1,1547,,,,,3.75,6.2,3.8,4.75,6.0,4.33,2.25
1,1548,,,,,4.5,5.4,3.8,3.75,5.25,5.33,7.0
1,1549,,,,,5.0,5.4,6.0,2.75,5.0,4.08,4.5
1,1550,,,,,5.75,7.4,7.8,3.75,7.5,5.92,6.5
1,1551,,,,,4.0,4.2,5.2,3.25,3.5,3.67,4.25
1,1552,,,,,6.0,6.8,8.2,4.5,8.25,6.42,6.5
1,1553,,,,,5.5,4.8,7.2,4.25,3.5,4.75,6.5
1,1554,,,,,2.75,5.0,5.8,2.75,4.25,3.08,2.25
1,1555,,,,,3.75,6.2,6.8,3.5,6.5,3.92,1.75
1,1556,,,,,2.25,6.6,4.4,5.5,3.0,3.92,3.25
1,1557,,,,,6.5,6.2,5.0,4.0,4.25,4.17,4.25
1,1558,,,,,6.0,5.6,3.8,4.5,4.25,3.83,2.75
1,1559,,,,,3.75,5.0,3.4,3.0,5.0,3.75,3.25
1,1560,,,,,4.25,4.4,4.6,2.25,3.25,3.25,4.25
1,1561,,,,,6.25,3.6,4.6,5.5,4.0,4.67,4.5
1,1562,,,,,3.5,4.6,4.4,2.75,4.25,3.42,3.25
1,1563,,,,,5.5,6.4,7.6,5.75,4.0,4.42,3.5
1,1564,,,,,7.25,5.8,5.2,4.25,7.0,4.67,2.75
1,1565,,,,,6.5,7.4,8.2,4.0,7.0,5.17,4.5
1,1566,,,,,3.5,4.4,3.6,4.25,4.0,3.92,3.5
1,1567,,,,,6.0,6.4,3.2,6.75,3.75,5.17,5.0
1,1568,,,,,4.0,5.2,6.4,2.75,5.75,3.58,2.25
1,1569,,,,,7.0,6.6,9.4,5.5,5.25,4.92,4.0
1,1570,,,,,5.5,5.0,3.2,4.25,5.0,4.33,3.75
1,1571,,,,,2.5,4.2,3.2,3.5,3.75,3.67,3.75
1,1572,,,,,5.5,6.6,5.6,3.5,6.0,4.5,4.0
1,1573,,,,,5.25,5.2,6.0,1.75,6.5,4.92,6.5
1,1574,,,,,6.25,7.0,6.4,2.75,6.5,5.42,7.0
1,1575,,,,,3.0,4.6,4.2,3.0,4.25,3.92,4.5
1,1576,,,,,6.25,4.8,5.0,4.5,3.5,3.58,2.75
